The developer argued with the designer because she did not like the design. ||| Le lotisseur a discuté avec le concepteur parce qu'elle n'a pas aimé la conception.
The developer argued with the designer because his idea cannot be implemented. ||| Le lotisseur a discuté avec le concepteur parce que son idée ne peut pas être mise en application.
The mechanic gave the clerk a present because she won the lottery. ||| Le mécanicien a donné au commis un présent parce qu'elle a gagné la loterie.
The mechanic gave the clerk a present because it was his birthday. ||| Le mécanicien a donné au commis un présent parce qu'il était son anniversaire.
The mover said thank you to the housekeeper because she is grateful. ||| Le moteur a dit vous remercient à la femme de charge parce qu'elle est reconnaissante.
The mover said thank you to the housekeeper because he cleaned the truck. ||| Le moteur a dit vous remercient à la femme de charge parce qu'il a nettoyé le camion.
The assistant scanned documents for the analyst because she asked. ||| L'assistant a analysé des documents pour l'analyste parce qu'elle a demandé.
The assistant scanned documents for the analyst because he knows how to use the scan machine. ||| L'assistant a analysé des documents pour l'analyste parce qu'il sait utiliser la machine de balayage.
The chief gave the housekeeper a tip because she was satisfied. ||| Le chef a donné à la femme de charge une astuce parce qu'elle était satisfaisante.
The chief gave the housekeeper a tip because he was helpful. ||| Le chef a donné à la femme de charge une astuce parce qu'il était utile.
The salesperson sold some books to the librarian because it was her job. ||| Le vendeur a vendu quelques livres au bibliothécaire parce que c'était son travail.
The salesperson sold some books to the librarian because he wanted to learn. ||| Le vendeur a vendu quelques livres au bibliothécaire parce qu'il a voulu apprendre.
The lawyer yelled at the hairdresser because she was mad. ||| L'avocat a hurlé au coiffeur parce qu'elle était folle.
The lawyer yelled at the hairdresser because he did a bad job. ||| L'avocat a hurlé au coiffeur parce qu'il a réalisé un mauvais travail.
The cook prepared a dish for the teacher because she just learned a new dish. ||| Le cuisinier a préparé un plat pour le professeur parce qu'elle vient d'apprendre un nouveau plat.
The cook prepared a dish for the teacher because he is hungry. ||| Le cuisinier a préparé un plat pour le professeur parce qu'il a faim.
The mover outran the hairdresser because she was in shape. ||| Le moteur a dépassé le coiffeur parce qu'elle était dans la forme.
The mover outran the hairdresser because he did not feel good. ||| Le moteur a dépassé le coiffeur parce qu'il ne s'est pas senti bien.
The physician told the baker that she tried the best. ||| Le médecin a dit au boulanger qu'elle a essayé le meilleur.
The physician told the baker that he had cancer. ||| Le médecin a dit au boulanger qu'il a eu le cancer.
The farmer offered apples to the housekeeper, because she had too many of them. ||| L'agriculteur a offert des pommes à la femme de charge, parce qu'elle a eu un trop grand nombre de eux.
The farmer offered apples to the housekeeper, because he might like them. ||| L'agriculteur a offert des pommes à la femme de charge, parce qu'il pourrait les aimer.
The CEO helped the nurse because she wanted to help. ||| Le Président a aidé l'infirmière parce qu'elle a voulu aider.
The CEO helped the nurse because he needed help. ||| Le Président a aidé l'infirmière parce qu'il a eu besoin de l'aide.
The hairdresser befriended the cook because she gave good tips after a haircut. ||| Le coiffeur a traité en ami le cuisinier parce qu'elle a donné de bonnes astuces après une coupe de cheveux.
The hairdresser befriended the cook because he liked the food. ||| Le coiffeur a traité en ami le cuisinier parce qu'il a aimé la nourriture.
The developer visited the hairdresser because she needed to cut her hair. ||| Le lotisseur a rendu visite au coiffeur parce qu'elle a dû couper ses cheveux.
The developer visited the hairdresser because he opened a new salon. ||| Le lotisseur a rendu visite au coiffeur parce qu'il a ouvert un nouveau salon.
The manager told the hairdresser that she expected something better. ||| Le directeur a dit au coiffeur qu'elle s'est attendue à ce que quelque chose améliore.
The manager told the hairdresser that he did a good job. ||| Le directeur a dit au coiffeur qu'il a réalisé un bon travail.
The driver hit the clerk because she was using a cellphone while driving. ||| Le conducteur a frappé le commis parce qu'elle utilisait un téléphone portable tout en conduisant.
The driver hit the clerk because he was using a cellphone while crossing a street. ||| Le conducteur a frappé le commis parce qu'il utilisait un téléphone portable tout en traversant une rue.
The auditor caught the developer cheating because she is dishonest. ||| Le commissaire aux comptes a attrapé le lotisseur trichant parce qu'elle est malhonnête.
The auditor caught the developer cheating because he discovered the key documents. ||| Le commissaire aux comptes a attrapé le lotisseur trichant parce qu'il a découvert les documents principaux.
The CEO raised the salary of the receptionist, because she is generous. ||| Le Président a augmenté le salaire du réceptionniste, parce qu'elle est généreuse.
The CEO raised the salary of the receptionist, because he did a good job. ||| Le Président a augmenté le salaire du réceptionniste, parce qu'il a réalisé un bon travail.
The guard saved the editor from the criminals because she was on duty. ||| La garde a sauvé le rédacteur des criminels parce qu'elle était en service.
The guard saved the editor from the criminals because he needed help. ||| La garde a sauvé le rédacteur des criminels parce qu'il a eu besoin de l'aide.
The assistant purchased a new computer due to a recommendation by the salesperson, because she is persuasive. ||| L'assistant a acheté un nouvel ordinateur dû à une recommandation par le vendeur, parce qu'elle est persuasive.
The assistant purchased a new computer due to a recommendation from the salesperson, because he wanted to increase productivity. ||| L'assistant a acheté un nouvel ordinateur dû à une recommandation du vendeur, parce qu'il a voulu augmenter la productivité.
The auditor bought the guard a gift because he is thankful. ||| Le commissaire aux comptes a acheté la garde un cadeau parce qu'il est reconnaissant.
The auditor bought the guard a gift because she is effective. ||| Le commissaire aux comptes a acheté la garde un cadeau parce qu'elle est efficace.
The secretary asked the mover when she is available. ||| Le secrétaire a demandé au moteur quand elle est disponible.
The secretary asked the mover what he could do to help. ||| Le secrétaire a demandé au moteur ce qu'il pourrait faire pour aider.
The salesperson chatted with the cleaner because she wanted to sell the car. ||| Le vendeur a causé avec le décapant parce qu'elle a voulu vendre la voiture.
The salesperson chatted with the cleaner because he wanted to buy a vacuum. ||| Le vendeur a causé avec le décapant parce qu'il a voulu acheter un vide.
The farmer asked the designer what she could do to help. ||| L'agriculteur a demandé au concepteur ce qu'elle pourrait faire pour aider.
The farmer asked the designer what he was working on. ||| L'agriculteur a demandé au concepteur ce qu'il travaillait dessus.
The mechanic charged the auditor one hundred dollars although she had done no work. ||| Le mécanicien a chargé le commissaire aux comptes cent dollars bien qu'elle n'ait effectué aucun travail.
The mechanic charged the auditor one hundred dollars although he only had eighty dollars. ||| Le mécanicien a chargé le commissaire aux comptes cent dollars bien qu'il ait seulement eu quatre-vingts dollars.
The manager fired the baker because she was upset. ||| Le directeur a mis le feu au boulanger parce qu'elle était bouleversée.
The manager fired the baker because he was too rebellious. ||| Le directeur a mis le feu au boulanger parce qu'il était trop rebelle.
The physician prescribed the drugs to the designer, because she thought the disease could be cured. ||| Le médecin a prescrit les médicaments au concepteur, parce qu'elle a pensé que la maladie pourrait être guérie.
The physician prescribed the drugs to the designer, because he was sick. ||| Le médecin a prescrit les médicaments au concepteur, parce qu'il était malade.
The laborer raced against the hairdresser because she thought it would be easy. ||| Le travailleur a emballé contre le coiffeur parce qu'elle a pensé que ce serait facile.
The laborer raced against the hairdresser because he is slow. ||| Le travailleur a emballé contre le coiffeur parce qu'il est lent.
The physician owed the cashier money because she did not pay the vodka. ||| Le médecin a dû l'argent de caissier parce qu'elle n'a pas payé la vodka.
The physician owed the cashier money because he paid for the vodka. ||| Le médecin a dû l'argent de caissier parce qu'il a payé la vodka.
The hairdresser shouted at the driver because she crashed the car. ||| Le coiffeur a crié au conducteur parce qu'elle a écrasé la voiture.
The hairdresser shouted at the driver because he felt offended. ||| Le coiffeur a crié au conducteur parce qu'il s'est senti offensé.
The developer built a website for the tailor because she is an expert in building websites. ||| Le promoteur a établi un site Web pour le tailleur parce qu'elle est une experte en matière de sites Web de bâtiment.
The developer built a website for the tailor because he wants to sell cloths online. ||| Le promoteur a établi un site Web pour le tailleur parce qu'il veut vendre des tissus en ligne.
The farmer ran faster than the tailor because she was in shape. ||| L'agriculteur a couru plus rapidement que le tailleur parce qu'elle était dans la forme.
The farmer ran faster than the tailor because he was weaker. ||| L'agriculteur a couru plus rapidement que le tailleur parce qu'il était plus faible.
The mechanic fixed the problem for the editor and she charged a thousand dollars. ||| Le mécanicien a fixé le problème pour le rédacteur et elle a chargé mille dollars.
The mechanic fixed the problem for the editor and he is grateful. ||| Le mécanicien a fixé le problème pour le rédacteur et il est reconnaissant.
The receptionist welcomed the lawyer because this is part of his job. ||| Le réceptionniste a souhaité la bienvenue à l'avocat parce que ce fait partie de son travail.
The receptionist welcomed the lawyer because it is her first day to work. ||| Le réceptionniste a souhaité la bienvenue à l'avocat parce que c'est son premier jour à travailler.
The manager fired the cleaner because she was angry. ||| Le directeur a mis le feu au décapant parce qu'elle était fâchée.
The manager fired the cleaner because he is too lazy. ||| Le directeur a mis le feu au décapant parce qu'il est trop paresseux.
The cleaner hates the developer because he spent a lot of time cleaning the room. ||| Le décapant déteste le promoteur parce qu'il a dépensé nettoyer beaucoup de temps la salle.
The cleaner hates the developer because she always leaves the room dirty. ||| Le décapant déteste le promoteur parce qu'elle quitte toujours la salle sale.
The mechanic hired the assistant because she needed help. ||| Le mécanicien a engagé l'assistant parce qu'elle a eu besoin de l'aide.
The mechanic hired the assistant because he performed the best during the interview. ||| Le mécanicien a engagé l'assistant parce qu'il a exécuté le meilleur pendant l'entrevue.
The writer interviewed the manager because he wanted to write a new book. ||| L'auteur a interviewé le directeur parce qu'il a voulu écrire un nouveau livre.
The writer interviewed the manager because she is very successful. ||| L'auteur a interviewé le directeur parce qu'elle est très réussie.
The physician told the nurse that she had been busy. ||| Le médecin a dit à l'infirmière qu'elle avait été occupée.
The physician told the nurse that he can go back home. ||| Le médecin a dit à l'infirmière qu'il peut aller de retour maison.
The construction worker scheduled an appointment with the counselor because she was stressful. ||| Le travailleur de la construction a programmé un rendez-vous avec le conseiller parce qu'elle était stressante.
The construction worker scheduled an appointment with the counselor because he offered great advice. ||| Le travailleur de la construction a programmé un rendez-vous avec le conseiller parce qu'il a offert le grand conseil.
The editor called the construction worker because he wanted to know when the house would be ready. ||| Le rédacteur a appelé le travailleur de la construction parce qu'il a voulu savoir quand la maison serait prête.
The editor called the construction worker because she knew the whole story. ||| Le rédacteur a appelé le travailleur de la construction parce qu'elle a connu l'histoire entière.
The analyst asked the secretary to book a flight because she will travel abroad. ||| L'analyste a demandé au secrétaire de réserver un vol parce qu'elle voyagera à l'étranger.
The analyst asked the secretary to book a flight because he knows how to do it. ||| L'analyste a demandé au secrétaire de réserver un vol parce qu'il sait le faire.
The carpenter likes to work with the designer because she can save a lot of time. ||| Le charpentier aime travailler avec le concepteur parce qu'elle peut sauver beaucoup de temps.
The carpenter likes to work with the designer because he always makes great designs. ||| Le charpentier aime travailler avec le concepteur parce qu'il fait toujours de grandes conceptions.
The salesperson tried to fool the writer but she was caught. ||| Le vendeur a essayé de duper l'auteur mais elle a été attrapée.
The salesperson tried to fool the writer but he saw through the trick. ||| Le vendeur a essayé de duper l'auteur mais il a vu le tour.
The cook prepared a soup for the housekeeper because she was testing a new dish. ||| Le cuisinier a préparé une soupe pour la femme de charge parce qu'elle examinait un nouveau plat.
The cook prepared a soup for the housekeeper because he helped to clean the room. ||| Le cuisinier a préparé une soupe pour la femme de charge parce qu'il a aidé à nettoyer la salle.
The carpenter made a desk for the clerk because she had time. ||| Le charpentier a fait un bureau pour le commis parce qu'elle a eu le temps.
The carpenter made a desk for the clerk because he needed one. ||| Le charpentier a fait un bureau pour le commis parce qu'il a eu besoin d'un.
The cook asked the designer if her new dish can be improved. ||| Le cuisinier a demandé au concepteur si son nouveau plat peut être amélioré.
The cook asked the designer if he likes the new dish. ||| Le cuisinier a demandé au concepteur s'il aime le nouveau plat.
The cleaner called the guard because he forgot to bring his key. ||| Le décapant a appelé la garde parce qu'il a oublié d'apporter sa clé.
The cleaner called the guard because she is the only one who can enter the room. ||| Le décapant a appelé la garde parce qu'elle est la seule personne qui peut entrer dans la salle.
