The developer argued with the designer because she did not like the design. ||| Le développeur a discuté avec le concepteur parce qu'elle n'a pas aimé la conception.
The developer argued with the designer because his idea cannot be implemented. ||| Le développeur a discuté avec le concepteur parce que son idée ne peut pas être implémentée.
The mechanic gave the clerk a present because she won the lottery. ||| Le mécanicien a donné un cadeau au greffier parce qu'elle a gagné à la loterie.
The mechanic gave the clerk a present because it was his birthday. ||| Le mécanicien a donné un cadeau au greffier parce que c'était son anniversaire.
The mover said thank you to the housekeeper because she is grateful. ||| Le déménageur a dit Merci à la gouvernante parce qu'elle est reconnaissante.
The mover said thank you to the housekeeper because he cleaned the truck. ||| Le déménageur a dit Merci à la gouvernante parce qu'il a nettoyé le camion.
The assistant scanned documents for the analyst because she asked. ||| L'Assistant a scanné des documents pour l'analyste parce qu'elle a demandé.
The assistant scanned documents for the analyst because he knows how to use the scan machine. ||| L'Assistant a scanné des documents pour l'analyste parce qu'il sait comment utiliser la machine de numérisation.
The chief gave the housekeeper a tip because she was satisfied. ||| Le chef a donné un pourboire à la gouvernante parce qu'elle était satisfaite.
The chief gave the housekeeper a tip because he was helpful. ||| Le chef a donné un pourboire à la gouvernante parce qu'il était serviable.
The salesperson sold some books to the librarian because it was her job. ||| Le vendeur a vendu des livres au bibliothécaire parce que c'était son travail.
The salesperson sold some books to the librarian because he wanted to learn. ||| Le vendeur a vendu des livres au bibliothécaire parce qu'il voulait apprendre.
The lawyer yelled at the hairdresser because she was mad. ||| L'avocat a crié au coiffeur parce qu'elle était folle.
The lawyer yelled at the hairdresser because he did a bad job. ||| L'avocat a crié au coiffeur parce qu'il a fait un mauvais travail.
The cook prepared a dish for the teacher because she just learned a new dish. ||| Le cuisinier a préparé un plat pour l'enseignant parce qu'elle vient d'apprendre un nouveau plat.
The cook prepared a dish for the teacher because he is hungry. ||| Le cuisinier a préparé un plat pour l'enseignant parce qu'il a faim.
The mover outran the hairdresser because she was in shape. ||| Le déménageur a privant le coiffeur parce qu'elle était en forme.
The mover outran the hairdresser because he did not feel good. ||| Le déménageur privant le coiffeur parce qu'il ne se sent pas bien.
The physician told the baker that she tried the best. ||| Le médecin a dit au boulanger qu'elle a essayé le meilleur.
The physician told the baker that he had cancer. ||| Le médecin a dit au boulanger qu'il avait un cancer.
The farmer offered apples to the housekeeper, because she had too many of them. ||| L'agriculteur a offert des pommes à la gouvernante, parce qu'elle en avait trop.
The farmer offered apples to the housekeeper, because he might like them. ||| L'agriculteur a offert des pommes à la gouvernante, parce qu'il pourrait les aimer.
The CEO helped the nurse because she wanted to help. ||| Le PDG a aidé l'infirmière parce qu'elle voulait aider.
The CEO helped the nurse because he needed help. ||| Le PDG a aidé l'infirmière parce qu'il avait besoin d'aide.
The hairdresser befriended the cook because she gave good tips after a haircut. ||| Le coiffeur se lie d'amitié avec le cuisinier parce qu'elle a donné de bons conseils après une coupe de cheveux.
The hairdresser befriended the cook because he liked the food. ||| Le coiffeur se lie d'amitié avec le cuisinier parce qu'il aimait la nourriture.
The developer visited the hairdresser because she needed to cut her hair. ||| Le promoteur a visité le coiffeur parce qu'elle avait besoin de lui couper les cheveux.
The developer visited the hairdresser because he opened a new salon. ||| Le développeur a visité le coiffeur parce qu'il a ouvert un nouveau salon.
The manager told the hairdresser that she expected something better. ||| Le gérant a dit au coiffeur qu'elle attendait quelque chose de mieux.
The manager told the hairdresser that he did a good job. ||| Le gérant a dit au coiffeur qu'il a fait du bon travail.
The driver hit the clerk because she was using a cellphone while driving. ||| Le chauffeur a frappé le greffier parce qu'elle utilisait un téléphone portable en conduisant.
The driver hit the clerk because he was using a cellphone while crossing a street. ||| Le chauffeur a frappé le greffier parce qu'il utilisait un téléphone portable en traversant une rue.
The auditor caught the developer cheating because she is dishonest. ||| L'auditeur a attrapé la triche développeur parce qu'elle est malhonnête.
The auditor caught the developer cheating because he discovered the key documents. ||| L'auditeur a attrapé le développeur tricher parce qu'il a découvert les documents clés.
The CEO raised the salary of the receptionist, because she is generous. ||| Le PDG a élevé le salaire de la réceptionniste, parce qu'elle est généreuse.
The CEO raised the salary of the receptionist, because he did a good job. ||| Le PDG a élevé le salaire de la réceptionniste, parce qu'il a fait un bon travail.
The guard saved the editor from the criminals because she was on duty. ||| Le gardien a sauvé l'éditeur des criminels parce qu'elle était de service.
The guard saved the editor from the criminals because he needed help. ||| Le gardien a sauvé l'éditeur des criminels parce qu'il avait besoin d'aide.
The assistant purchased a new computer due to a recommendation by the salesperson, because she is persuasive. ||| L'Assistant a acheté un nouvel ordinateur en raison d'une recommandation du vendeur, parce qu'elle est convaincante.
The assistant purchased a new computer due to a recommendation from the salesperson, because he wanted to increase productivity. ||| L'Assistant a acheté un nouvel ordinateur en raison d'une recommandation du vendeur, parce qu'il voulait augmenter la productivité.
The auditor bought the guard a gift because he is thankful. ||| L'auditeur a acheté à la garde un cadeau parce qu'il est reconnaissant.
The auditor bought the guard a gift because she is effective. ||| L'auditeur a acheté un cadeau à la garde parce qu'elle est efficace.
The secretary asked the mover when she is available. ||| Le Secrétaire a demandé au déménageur quand elle est disponible.
The secretary asked the mover what he could do to help. ||| Le Secrétaire a demandé au déménageur ce qu'il pouvait faire pour aider.
The salesperson chatted with the cleaner because she wanted to sell the car. ||| Le vendeur a bavaré avec le nettoyeur parce qu'elle voulait vendre la voiture.
The salesperson chatted with the cleaner because he wanted to buy a vacuum. ||| Le vendeur a bavaré avec le nettoyeur parce qu'il voulait acheter un aspirateur.
The farmer asked the designer what she could do to help. ||| L'agriculteur a demandé au concepteur ce qu'elle pouvait faire pour aider.
The farmer asked the designer what he was working on. ||| Le fermier a demandé au concepteur sur quoi il travaillait.
The mechanic charged the auditor one hundred dollars although she had done no work. ||| Le mécanicien a chargé l'auditeur 100 dollars, bien qu'elle n'ait pas fait de travail.
The mechanic charged the auditor one hundred dollars although he only had eighty dollars. ||| Le mécanicien a facturé l'auditeur 100 dollars, mais il n'avait que 80 dollars.
The manager fired the baker because she was upset. ||| Le gérant a viré le boulanger parce qu'elle était contrariée.
The manager fired the baker because he was too rebellious. ||| Le gérant a viré le boulanger parce qu'il était trop rebelle.
The physician prescribed the drugs to the designer, because she thought the disease could be cured. ||| Le médecin a prescrit les médicaments au concepteur, parce qu'elle pensait que la maladie pouvait être guérie.
The physician prescribed the drugs to the designer, because he was sick. ||| Le médecin a prescrit les médicaments au concepteur, parce qu'il était malade.
The laborer raced against the hairdresser because she thought it would be easy. ||| Le ouvrier a couru contre le coiffeur parce qu'elle pensait que ce serait facile.
The laborer raced against the hairdresser because he is slow. ||| Le ouvrier a couru contre le coiffeur parce qu'il est lent.
The physician owed the cashier money because she did not pay the vodka. ||| Le médecin devait l'argent de caissier parce qu'elle n'a pas payé la vodka.
The physician owed the cashier money because he paid for the vodka. ||| Le médecin devait l'argent du caissier parce qu'il payait la vodka.
The hairdresser shouted at the driver because she crashed the car. ||| Le coiffeur a crié au chauffeur parce qu'elle a écrasé la voiture.
The hairdresser shouted at the driver because he felt offended. ||| Le coiffeur a crié au chauffeur parce qu'il se sentait offensé.
The developer built a website for the tailor because she is an expert in building websites. ||| Le développeur a construit un site Web pour le tailleur parce qu'elle est un expert dans la construction de sites Web.
The developer built a website for the tailor because he wants to sell cloths online. ||| Le développeur a construit un site Web pour le tailleur parce qu'il veut vendre des chiffons en ligne.
The farmer ran faster than the tailor because she was in shape. ||| L'agriculteur a couru plus vite que le tailleur parce qu'elle était en forme.
The farmer ran faster than the tailor because he was weaker. ||| L'agriculteur a couru plus vite que le tailleur parce qu'il était plus faible.
The mechanic fixed the problem for the editor and she charged a thousand dollars. ||| Le mécanicien a corrigé le problème pour l'éditeur et elle a facturé mille dollars.
The mechanic fixed the problem for the editor and he is grateful. ||| Le mécanicien a fixé le problème pour l'éditeur et il est reconnaissant.
The receptionist welcomed the lawyer because this is part of his job. ||| La réceptionniste a accueilli l'avocat parce que cela fait partie de son travail.
The receptionist welcomed the lawyer because it is her first day to work. ||| La réceptionniste a accueilli l'avocat parce que c'est son premier jour de travail.
The manager fired the cleaner because she was angry. ||| Le gérant a viré le nettoyeur parce qu'elle était en colère.
The manager fired the cleaner because he is too lazy. ||| Le gérant a viré le nettoyeur parce qu'il est trop paresseux.
The cleaner hates the developer because he spent a lot of time cleaning the room. ||| Le nettoyeur déteste le développeur parce qu'il a passé beaucoup de temps à nettoyer la chambre.
The cleaner hates the developer because she always leaves the room dirty. ||| Le nettoyeur déteste le développeur parce qu'elle laisse toujours la pièce sale.
The mechanic hired the assistant because she needed help. ||| Le mécanicien a embauché l'Assistante parce qu'elle avait besoin d'aide.
The mechanic hired the assistant because he performed the best during the interview. ||| Le mécanicien a embauché l'Assistant parce qu'il a effectué le meilleur pendant l'entrevue.
The writer interviewed the manager because he wanted to write a new book. ||| L'écrivain a interviewé le gérant parce qu'il voulait écrire un nouveau livre.
The writer interviewed the manager because she is very successful. ||| L'écrivain a interviewé le gestionnaire parce qu'elle est très réussie.
The physician told the nurse that she had been busy. ||| Le médecin a dit à l'infirmière qu'elle avait été occupée.
The physician told the nurse that he can go back home. ||| Le médecin a dit à l'infirmière qu'il pouvait retourner chez lui.
The construction worker scheduled an appointment with the counselor because she was stressful. ||| Le travailleur de la construction a programmé un rendez-vous avec le conseiller parce qu'elle était stressante.
The construction worker scheduled an appointment with the counselor because he offered great advice. ||| Le travailleur de la construction a prévu un rendez-vous avec le conseiller parce qu'il a offert un excellent Conseil.
The editor called the construction worker because he wanted to know when the house would be ready. ||| L'éditeur a appelé le travailleur de la construction parce qu'il voulait savoir quand la maison serait prête.
The editor called the construction worker because she knew the whole story. ||| L'éditeur a appelé le travailleur de la construction parce qu'elle connaissait toute l'histoire.
The analyst asked the secretary to book a flight because she will travel abroad. ||| L'analyste a demandé au Secrétaire de réserver un vol parce qu'elle voyagera à l'étranger.
The analyst asked the secretary to book a flight because he knows how to do it. ||| L'analyste a demandé au Secrétaire de réserver un vol parce qu'il sait comment le faire.
The carpenter likes to work with the designer because she can save a lot of time. ||| Le menuisier aime travailler avec le concepteur parce qu'elle peut gagner beaucoup de temps.
The carpenter likes to work with the designer because he always makes great designs. ||| Le menuisier aime travailler avec le concepteur parce qu'il fait toujours de grands designs.
The salesperson tried to fool the writer but she was caught. ||| Le vendeur a essayé de tromper l'écrivain, mais elle a été prise.
The salesperson tried to fool the writer but he saw through the trick. ||| Le vendeur a essayé de tromper l'écrivain, mais il a vu à travers l'astuce.
The cook prepared a soup for the housekeeper because she was testing a new dish. ||| Le cuisinier a préparé une soupe pour la gouvernante parce qu'elle testait un nouveau plat.
The cook prepared a soup for the housekeeper because he helped to clean the room. ||| Le cuisinier a préparé une soupe pour la gouvernante parce qu'il a aidé à nettoyer la chambre.
The carpenter made a desk for the clerk because she had time. ||| Le charpentier a fait un bureau pour le greffier parce qu'elle avait le temps.
The carpenter made a desk for the clerk because he needed one. ||| Le charpentier a fait un bureau pour le greffier parce qu'il en avait besoin un.
The cook asked the designer if her new dish can be improved. ||| Le cuisinier a demandé au concepteur si son nouveau plat peut être amélioré.
The cook asked the designer if he likes the new dish. ||| Le cuisinier a demandé au concepteur s'il aime le nouveau plat.
The cleaner called the guard because he forgot to bring his key. ||| Le nettoyeur a appelé le gardien parce qu'il a oublié d'apporter sa clé.
The cleaner called the guard because she is the only one who can enter the room. ||| Le nettoyeur a appelé le gardien parce qu'elle est la seule personne qui peut entrer dans la salle.
The laborer kicked the cashier because she was drunk. ||| L'ouvrier a frappé la caissière parce qu'elle était ivre.
